school,logo,type,color,alt_color,wordmark,Order
Loyola (MD),https://a.espncdn.com/i/teamlogos/ncaa/500/2352.png,hoopR,#76a7a0,#c9cbca,1609_loyola-maryland_greyhounds-wordmark-2011.png,784
Loyola Chicago,https://a.espncdn.com/i/teamlogos/ncaa/500/2350.png,hoopR,#9d1244,#ffffff,loyola_ramblers_logo_wordmark_2019_sportslogosnet-6698.png,785
Loyola Marymount,https://a.espncdn.com/i/teamlogos/ncaa/500/2351.png,hoopR,#880029,#00345b,3282_loyola_marymount_lions-wordmark-2001.png,786
Manhattan,https://a.espncdn.com/i/teamlogos/ncaa/500/2363.png,hoopR,#4f8537,#b5b7ba,2251_manhattan_jaspers-wordmark-2012.png,787
Marquette,https://a.espncdn.com/i/teamlogos/ncaa/500/269.png,hoopR,#083963,#ffffff,marquette_golden_eagles_logo_wordmark_20057580.png,788
Maryland-Eastern Shore,https://a.espncdn.com/i/teamlogos/ncaa/500/2379.png,hoopR,#5c2301,#b5b7ba,9427_maryland-eastern_shore_hawks-alternate-2007.png,789
Milwaukee,https://a.espncdn.com/i/teamlogos/ncaa/500/270.png,hoopR,#000000,#ffc20e,8188_wisconsin-milwaukee_panthers-wordmark-2011.png ,790
Mount St. Mary's,https://a.espncdn.com/i/teamlogos/ncaa/500/116.png,hoopR,#005596,#ebebeb,mount_st_marys_mountaineers_logo_wordmark_20061990.png ,791
NJIT,https://a.espncdn.com/i/teamlogos/ncaa/500/2885.png,hoopR,#EE3024,#df3e2e,1399_njit_highlanders-wordmark-2006.png ,792
New Orleans,https://a.espncdn.com/i/teamlogos/ncaa/500/2443.png,hoopR,#005da6,#a2a9ae,new_orleans_privateers_logo_wordmark_20137957.png,793
Niagara,https://a.espncdn.com/i/teamlogos/ncaa/500/315.png,hoopR,#69207E,#f0f0f0,,794
North Florida,https://a.espncdn.com/i/teamlogos/ncaa/500/2454.png,hoopR,#004B8D,#babcbe,1866_north_florida_ospreys-wordmark-2014.png,795
Northern Kentucky,https://a.espncdn.com/i/teamlogos/ncaa/500/94.png,hoopR,#000000,#eab621,8930_northern_kentucky__norse-wordmark-2005.png,796
Oakland,https://a.espncdn.com/i/teamlogos/ncaa/500/2473.png,hoopR,#04091c,#bc955c,oakland_golden_grizzlies_logo_wordmark_2013_sportslogosnet-3180.png,797
Omaha,https://a.espncdn.com/i/teamlogos/ncaa/500/2437.png,hoopR,#e3193e,#ffffff,,798
Oral Roberts,https://a.espncdn.com/i/teamlogos/ncaa/500/198.png,hoopR,#002955,#ccb48c,2372_oral_roberts_golden_eagles-secondary-2017.png,799
Pacific,https://a.espncdn.com/i/teamlogos/ncaa/500/279.png,hoopR,#F47820,#c2c3c0,5108_pacific_tigers-wordmark-1999.png,800
Pepperdine,https://a.espncdn.com/i/teamlogos/ncaa/500/2492.png,hoopR,#003A72,#dc762f,pepperdine_waves_logo_wordmark_20125518.png,801
Portland,https://a.espncdn.com/i/teamlogos/ncaa/500/2501.png,hoopR,#0e034e,#f0f0f0,4602_portland_pilots-wordmark-2014.png,802
Prairie View A&M,https://a.espncdn.com/i/teamlogos/ncaa/500/2504.png,hoopR,#4d0960,#ffffff,3898_prairie_view_a&m_panthers-wordmark-2011.png,803
Presbyterian,https://a.espncdn.com/i/teamlogos/ncaa/500/2506.png,hoopR,#194896,#990134,presbyterian_blue_hose_logo_wordmark_2013_sportslogosnet-4924.png,804
Providence,https://a.espncdn.com/i/teamlogos/ncaa/500/2507.png,hoopR,#000000,#7d8082,9787_providence_friars-wordmark-2000.png,805
Purdue Fort Wayne,https://a.espncdn.com/i/teamlogos/ncaa/500/2870.png,hoopR,#00378A,#f0f0f0,4748_purdue_fort_wayne__mastodons-wordmark-2018.png ,806
Quinnipiac,https://a.espncdn.com/i/teamlogos/ncaa/500/2514.png,hoopR,#041B43,#ffffff,2821_quinnipiac_bobcats-wordmark-2002.png,807
Radford,https://a.espncdn.com/i/teamlogos/ncaa/500/2515.png,hoopR,#BC1515,#c2c3c0,radford-wordmark.png,808
Rider,https://a.espncdn.com/i/teamlogos/ncaa/500/2520.png,hoopR,#a80532,#ebebeb,5702_rider_broncs-wordmark-2007.png ,809
SE Louisiana,https://a.espncdn.com/i/teamlogos/ncaa/500/2545.png,hoopR,#215732,#ffc72c,,810
SIU Edwardsville,https://a.espncdn.com/i/teamlogos/ncaa/500/2565.png,hoopR,#eb1c23,#080808,4382_siu_edwardsville__cougars-wordmark-2007.png,811
Saint Joseph's,https://a.espncdn.com/i/teamlogos/ncaa/500/2603.png,hoopR,#C2071B,#101010,st_josephs_hawks_logo_wordmark_20026216.png,812
Saint Louis,https://a.espncdn.com/i/teamlogos/ncaa/500/139.png,hoopR,#00539C,#ebebeb,1683_saint_louis_billikens-wordmark-2015.png ,813
Saint Mary's,https://a.espncdn.com/i/teamlogos/ncaa/500/2608.png,hoopR,#003768,#d02f35,4154_saint_marys_gaels-wordmark-2007.png,814
Saint Peter's,https://a.espncdn.com/i/teamlogos/ncaa/500/2612.png,hoopR,#004CC2,#ffffff,saint_peters_peacocks_logo_wordmark_20033878.png,815
Sam Houston,https://a.espncdn.com/i/teamlogos/ncaa/500/2534.png,hoopR,#fe5000,#000000,7125_sam_houston_state_bearkats-wordmark-2020.png ,816
San Francisco,https://a.espncdn.com/i/teamlogos/ncaa/500/2539.png,hoopR,#22523F,#fbcd3c,san_francisco_dons_logo_wordmark_20092437.png,817
Santa Clara,https://a.espncdn.com/i/teamlogos/ncaa/500/2541.png,hoopR,#690b0b,#101010,santa_clara_broncos_logo_wordmark_2016_sportslogosnet-1746.png,818
Seattle U,https://a.espncdn.com/i/teamlogos/ncaa/500/2547.png,hoopR,#BF2E1A,#c2c3c0,5392_seattle__redhawks-alternate-2008.png,819
Seton Hall,https://a.espncdn.com/i/teamlogos/ncaa/500/2550.png,hoopR,#0857B1,#8a8d8f,seton_hall_pirates_logo_wordmark_20097300.png,820
Siena,https://a.espncdn.com/i/teamlogos/ncaa/500/2561.png,hoopR,#037961,#eea60f,3267_siena_saints-wordmark-2001.png,821
South Carolina Upstate,https://a.espncdn.com/i/teamlogos/ncaa/500/2908.png,hoopR,#008545,#000000,,822
Southern Miss,https://a.espncdn.com/i/teamlogos/ncaa/500/2572.png,hoopR,#FFAA3C,#ffc423,3959_southern_miss_golden_eagles-wordmark-2003.png ,823
St. Bonaventure,https://a.espncdn.com/i/teamlogos/ncaa/500/179.png,hoopR,#70261D,#ffffff,7478_st_bonaventure_bonnies-wordmark-2002.png,824
St. Francis (BKN),https://a.espncdn.com/i/teamlogos/ncaa/500/2597.png,hoopR,#113682,#ffffff,3048_st_francis__terriers-wordmark-2013.png,825
St. Francis (PA),https://a.espncdn.com/i/teamlogos/ncaa/500/2598.png,hoopR,#a20012,#ffffff,,826
St. Thomas - Minnesota,https://a.espncdn.com/i/teamlogos/ncaa/500/2900.png,hoopR,#000000,#ffffff,st_thomas_tommies_logo_wordmark_2021_sportslogosnet-6061.png,827
Tarleton,https://a.espncdn.com/i/teamlogos/ncaa/500/2627.png,hoopR,#000000,#ffffff,tarleton_texans_logo_wordmark_2018_sportslogosnet-8840.png,828
Texas A&M-CC,https://a.espncdn.com/i/teamlogos/ncaa/500/357.png,hoopR,#00639c,#008752,texas_a&m-cc_islanders_logo_wordmark_20142858.png ,829
UC Irvine,https://a.espncdn.com/i/teamlogos/ncaa/500/300.png,hoopR,#002B5C,#fec52e,4642_california-irvine_anteaters-wordmark-2014.png,830
UC Riverside,https://a.espncdn.com/i/teamlogos/ncaa/500/27.png,hoopR,#14234F,#ffffff,4119_california_riverside_highlanders-wordmark-2020.png,831
UC San Diego,https://a.espncdn.com/i/teamlogos/ncaa/500/28.png,hoopR,#000000,#ffffff,,832
UC Santa Barbara,https://a.espncdn.com/i/teamlogos/ncaa/500/2540.png,hoopR,#1D1160,#fdb813,7421_uc_santa_barbara__gauchos-wordmark-2010.png,833
UConn,https://a.espncdn.com/i/teamlogos/ncaa/500/41.png,hoopR,#001d40,#f1f2f3,uconn_huskies_logo_alternate_20132910.png ,834
UIC,https://a.espncdn.com/i/teamlogos/ncaa/500/82.png,hoopR,#001e62,#d50032,illinois-chicago_flames_logo_alternate_2020_sportslogosnet-7125.png,835
UL Monroe,https://a.espncdn.com/i/teamlogos/ncaa/500/2433.png,hoopR,#231F20,#b18445,,836
UMBC,https://a.espncdn.com/i/teamlogos/ncaa/500/2378.png,hoopR,#000000,#ad860a,umbc_retrievers_logo_wordmark_20102538.png,837
UNC Asheville,https://a.espncdn.com/i/teamlogos/ncaa/500/2427.png,hoopR,#156199,#c2c3c0,asheville_bulldogs-wordmark-1998.png,838
UNC Greensboro,https://a.espncdn.com/i/teamlogos/ncaa/500/2430.png,hoopR,#003559,#ffd90a,2685_unc_greensboro-wordmark.png,839
UNC Wilmington,https://a.espncdn.com/i/teamlogos/ncaa/500/350.png,hoopR,#1d2f68,#00665e,nc-wilmington_seahawks_logo_wordmark_20156137.png,840
UT Arlington,https://a.espncdn.com/i/teamlogos/ncaa/500/250.png,hoopR,#004b7c,#f58024,texas-arlington_mavericks_logo_wordmark_2010_sportslogosnet-8452.png,841
UT Rio Grande Valley,https://a.espncdn.com/i/teamlogos/ncaa/500/292.png,hoopR,#dc6000,#e1732d,6283_utrgv_vaqueros-wordmark-2015.png,842
UTSA,https://a.espncdn.com/i/teamlogos/ncaa/500/2636.png,hoopR,#002A5C,#f47321,,843
Utah Valley,https://a.espncdn.com/i/teamlogos/ncaa/500/3084.png,hoopR,#004812,#e1c736,utah_valley_wolverines_logo_wordmark_2016_sportslogosnet-2970.png,844
VCU,https://a.espncdn.com/i/teamlogos/ncaa/500/2670.png,hoopR,#929292,#edb71d,virginia_commonwealth_rams_logo_wordmark_20034442.png,845
Vermont,https://a.espncdn.com/i/teamlogos/ncaa/500/261.png,hoopR,#013C24,#ffc72c,vermont-wordmark.png,846
Wichita State,https://a.espncdn.com/i/teamlogos/ncaa/500/2724.png,hoopR,#0d0a03,#ffc41e,wichita_state_shockers_logo_wordmark_2016_sportslogosnet-5239.png,847
Winthrop,https://a.espncdn.com/i/teamlogos/ncaa/500/2737.png,hoopR,#9e0b0e,#fdb41e,winthrop_eagles_logo_alternate_19954644.png,848
Wright State,https://a.espncdn.com/i/teamlogos/ncaa/500/2750.png,hoopR,#cba052,#cba052,wright_state_raiders_logo_wordmark_2017_sportslogosnet-8838.png,849
Xavier,https://a.espncdn.com/i/teamlogos/ncaa/500/2752.png,hoopR,#002144,#9ea2a2,5542_xavier_musketeers-wordmark-2008.png,850
